GeneID	GOTerms_num	GO_Anno	KEGG_entry	KEGG_url	KOG_class	KOG_class_annotation	NR_ID	E_value	Identity	Score	Annotation	NT_ID	E_value	Identity	Score	Annotation	Swissprot_ID	E_value	Identity	Score	Annotation	category
HJ_1-10k_transcript/147703	--	--	K01188|E3.2.1.21	http://www.genome.jp/dbget-bin/www_bget?ko:K01188	[G]	Carbohydrate transport and metabolism 	XP_020249966.1	2.20E-52	123/243(50.62)	2.13E+02	cyanogenic beta-glucosidase-like isoform X2 [Asparagus officinalis]	XM_016642284.1	7.00E-10	60/69(86.96)	7.68E+01	"PREDICTED: Nicotiana tabacum beta-glucosidase 40-like (LOC107816558), mRNA"	sp|B8AVF0|BGL12_ORYSI	6.30E-48	107/249(42.97)	193	Beta-glucosidase 12 OS=Oryza sativa subsp. indica GN=BGLU12 PE=3 SV=1	Bglu
HJ_1-10k_transcript/106243	--	--	K01188|E3.2.1.21	http://www.genome.jp/dbget-bin/www_bget?ko:K01188	[G]	Carbohydrate transport and metabolism 	XP_008801184.2	2.30E-45	131/353(37.11)	1.90E+02	beta-glucosidase 31-like [Phoenix dactylifera]	BT118799.1	8.00E-10	49/53(92.45)	7.68E+01	Picea glauca clone GQ04010_F24 mRNA sequence	sp|B7F7K7|BGL31_ORYSJ	1.40E-38	109/327(33.33)	162	Beta-glucosidase 31 OS=Oryza sativa subsp. japonica GN=BGLU31 PE=2 SV=1	Bglu
HJ_1-10k_transcript/292861	4	GO:0008422: beta-glucosidase activity (molecular_function); GO:0009651: response to salt stress (biological_process); GO:0009725: response to hormone (biological_process); GO:0019762: glucosinolate catabolic process (biological_process);	K01188|E3.2.1.21	http://www.genome.jp/dbget-bin/www_bget?ko:K01188	[G]	Carbohydrate transport and metabolism 	ONK81818.1	3.20E-137	227/275(82.55)	4.94E+02	"uncharacterized protein A4U43_C01F33180, partial [Asparagus officinalis]"	XM_017762783.1	6.00E-48	376/507(74.16)	2.02E+02	"PREDICTED: Gossypium arboreum beta-glucosidase 12-like (LOC108462875), transcript variant X2, mRNA"	sp|B8AVF0|BGL12_ORYSI	6.10E-116	197/327(60.24)	418	Beta-glucosidase 12 OS=Oryza sativa subsp. indica GN=BGLU12 PE=3 SV=1	Bglu
HJ_1-10k_transcript/215008	2	"GO:0004553: hydrolase activity, hydrolyzing O-glycosyl compounds (molecular_function); GO:0005975: carbohydrate metabolic process (biological_process);"	K05350|bglB	http://www.genome.jp/dbget-bin/www_bget?ko:K05350	[G]	Carbohydrate transport and metabolism 	XP_020259696.1	9.30E-224	355/476(74.58)	7.82E+02	beta-glucosidase 18-like [Asparagus officinalis]	XM_042520298.1	7.00E-79	1022/1437(71.12)	3.05E+02	"PREDICTED: Zingiber officinale beta-glucosidase 16-like (LOC121969960), transcript variant X2, mRNA"	sp|Q7XSK0|BGL18_ORYSJ	1.40E-188	303/484(62.60)	660	Beta-glucosidase 18 OS=Oryza sativa subsp. japonica GN=BGLU18 PE=3 SV=2	Bglu
HJ_1-10k_transcript/124472	--	--	K01188|E3.2.1.21	http://www.genome.jp/dbget-bin/www_bget?ko:K01188	[G]	Carbohydrate transport and metabolism 	XP_020247295.1	1.40E-228	370/478(77.41)	7.98E+02	beta-glucosidase 31-like isoform X2 [Asparagus officinalis]	XM_020391706.1	0	1170/1426(82.05)	1.20E+03	"PREDICTED: Asparagus officinalis beta-glucosidase 31-like (LOC109825027), transcript variant X3, mRNA"	sp|B7F7K7|BGL31_ORYSJ	3.00E-171	285/469(60.77)	603	Beta-glucosidase 31 OS=Oryza sativa subsp. japonica GN=BGLU31 PE=2 SV=1	Bglu
HJ_1-10k_transcript/120760	2	"GO:0004553: hydrolase activity, hydrolyzing O-glycosyl compounds (molecular_function); GO:0005975: carbohydrate metabolic process (biological_process);"	K01188|E3.2.1.21	http://www.genome.jp/dbget-bin/www_bget?ko:K01188	[G]	Carbohydrate transport and metabolism 	XP_020247293.1	4.20E-145	240/314(76.43)	521	beta-glucosidase 31-like isoform X1 [Asparagus officinalis] 	XM_020391706.1	0	741/897(82.61)	7.87E+02	"PREDICTED: Asparagus officinalis beta-glucosidase 31-like (LOC109825027), transcript variant X3, mRNA"	sp|B7F7K7|BGL31_ORYSJ	8.20E-121	194/302(64.24)	436	Beta-glucosidase 31 OS=Oryza sativa subsp. japonica GN=BGLU31 PE=2 SV=1	Bglu
HJ_1-10k_transcript/165232	2	"GO:0008152: metabolic process (biological_process); GO:0016798: hydrolase activity, acting on glycosyl bonds (molecular_function);"	K21362|SFR2	http://www.genome.jp/dbget-bin/www_bget?ko:K21362	[G]	Carbohydrate transport and metabolism 	KAG1326146.1	2.90E-54	112/164(68.29)	219	"beta-glucosidase-like SFR2, chloroplastic [Cocos nucifera]"	XM_020394914.1	1.00E-77	220/248(88.71)	3.02E+02	"PREDICTED: Asparagus officinalis serine/threonine-protein kinase 38 (LOC109827886), transcript variant X2, mRNA"	sp|Q8L6H7|SFR2_ORYSJ	1.60E-40	89/147(60.54)	169	"Beta-glucosidase-like SFR2, chloroplastic OS=Oryza sativa subsp. japonica GN=SFR2 PE=2 SV=1"	Bglu
HJ_1-10k_transcript/205342	9	"GO:0004338: glucan exo-1,3-beta-glucosidase activity (molecular_function); GO:0004565: beta-galactosidase activity (molecular_function); GO:0005576: extracellular region (cellular_component); GO:0005975: carbohydrate metabolic process (biological_process); GO:0033907: beta-D-fucosidase activity (molecular_function); GO:0047701: beta-L-arabinosidase activity (molecular_function); GO:0080083: beta-gentiobiose beta-glucosidase activity (molecular_function); GO:0102483: scopolin beta-glucosidase activity (molecular_function); GO:1901657: glycosyl compound metabolic process (biological_process);"	K01188|E3.2.1.21	http://www.genome.jp/dbget-bin/www_bget?ko:K01188	[G]	Carbohydrate transport and metabolism 	XP_020249970.1	2.70E-221	354/452(78.32)	7.74E+02	beta-glucosidase 12-like [Asparagus officinalis]	XM_020394381.1	0	1144/1395(82.01)	1.18E+03	"PREDICTED: Asparagus officinalis beta-glucosidase 12-like (LOC109827377), mRNA"	sp|Q7XKV4|BGL12_ORYSJ	9.90E-204	313/451(69.40)	711	Beta-glucosidase 12 OS=Oryza sativa subsp. japonica GN=BGLU12 PE=1 SV=2	Bglu
HJ_1-10k_transcript/67718	--	--	K01188|E3.2.1.21	http://www.genome.jp/dbget-bin/www_bget?ko:K01188	[G]	Carbohydrate transport and metabolism 	XP_020247293.1	7.30E-208	336/430(78.14)	730	beta-glucosidase 31-like isoform X1 [Asparagus officinalis] 	XM_020391706.1	0	1054/1281(82.28)	1.10E+03	"PREDICTED: Asparagus officinalis beta-glucosidase 31-like (LOC109825027), transcript variant X3, mRNA"	sp|B7F7K7|BGL31_ORYSJ	1.70E-152	256/428(59.81)	541	Beta-glucosidase 31 OS=Oryza sativa subsp. japonica GN=BGLU31 PE=2 SV=1	Bglu
HJ_1-10k_transcript/241217	--	--	K01188|E3.2.1.21	http://www.genome.jp/dbget-bin/www_bget?ko:K01188	[G]	Carbohydrate transport and metabolism 	XP_008801184.2	1.10E-34	84/163(51.53)	154	beta-glucosidase 31-like [Phoenix dactylifera]	XM_020392844.1	5.00E-80	300/364(82.42)	3.09E+02	"PREDICTED: Asparagus officinalis beta-glucosidase 31-like (LOC109825926), mRNA"	sp|B7F7K7|BGL31_ORYSJ	1.00E-31	75/146(51.37)	139	Beta-glucosidase 31 OS=Oryza sativa subsp. japonica GN=BGLU31 PE=2 SV=1	Bglu
HJ_1-10k_transcript/73827	--	--	K01188|E3.2.1.21	http://www.genome.jp/dbget-bin/www_bget?ko:K01188	[G]	Carbohydrate transport and metabolism 	ONK81818.1	1.80E-150	258/351(73.50)	5.39E+02	"uncharacterized protein A4U43_C01F33180, partial [Asparagus officinalis]"	XM_020413440.1	1.00E-97	341/411(82.97)	3.68E+02	"PREDICTED: Asparagus officinalis beta-glucosidase 12-like (LOC109844421), mRNA"	sp|B8AVF0|BGL12_ORYSI	2.90E-125	219/402(54.48)	451	Beta-glucosidase 12 OS=Oryza sativa subsp. indica GN=BGLU12 PE=3 SV=1	Bglu
HJ_1-10k_transcript/187169	2	"GO:0004553: hydrolase activity, hydrolyzing O-glycosyl compounds (molecular_function); GO:0005975: carbohydrate metabolic process (biological_process);"	K01188|E3.2.1.21	http://www.genome.jp/dbget-bin/www_bget?ko:K01188	[G]	Carbohydrate transport and metabolism 	XP_008801184.2	2.90E-117	205/275(74.55)	4.28E+02	beta-glucosidase 31-like [Phoenix dactylifera]	XM_020391705.1	2.00E-179	583/700(83.29)	6.40E+02	"PREDICTED: Asparagus officinalis beta-glucosidase 31-like (LOC109825027), transcript variant X2, mRNA"	sp|B7F7K7|BGL31_ORYSJ	9.40E-104	170/251(67.73)	379	Beta-glucosidase 31 OS=Oryza sativa subsp. japonica GN=BGLU31 PE=2 SV=1	Bglu
HJ_1-10k_transcript/237227	2	"GO:0004553: hydrolase activity, hydrolyzing O-glycosyl compounds (molecular_function); GO:0005975: carbohydrate metabolic process (biological_process);"	K05350|bglB	http://www.genome.jp/dbget-bin/www_bget?ko:K05350	[G]	Carbohydrate transport and metabolism 	XP_020259845.1	1.00E-213	344/447(76.96)	7.48E+02	LOW QUALITY PROTEIN: beta-glucosidase 18-like [Asparagus officinalis]	XM_020404256.1	0	1106/1331(83.10)	1.19E+03	"PREDICTED: Asparagus officinalis beta-glucosidase 18-like (LOC109836371), mRNA"	sp|Q7XSK0|BGL18_ORYSJ	1.40E-185	286/430(66.51)	650	Beta-glucosidase 18 OS=Oryza sativa subsp. japonica GN=BGLU18 PE=3 SV=2	Bglu
HJ_1-10k_transcript/160189	--	--	K01188|E3.2.1.21	http://www.genome.jp/dbget-bin/www_bget?ko:K01188	[G]	Carbohydrate transport and metabolism 	XP_020247293.1	9.90E-50	100/158(63.29)	204	beta-glucosidase 31-like isoform X1 [Asparagus officinalis] 	XM_020392844.1	3.00E-78	300/365(82.19)	3.03E+02	"PREDICTED: Asparagus officinalis beta-glucosidase 31-like (LOC109825926), mRNA"	sp|B7F7K7|BGL31_ORYSJ	3.20E-44	86/158(54.43)	181	Beta-glucosidase 31 OS=Oryza sativa subsp. japonica GN=BGLU31 PE=2 SV=1	Bglu
HJ_1-10k_transcript/133097	--	--	K01188|E3.2.1.21	http://www.genome.jp/dbget-bin/www_bget?ko:K01188	[G]	Carbohydrate transport and metabolism 	XP_008801184.2	1.60E-93	164/244(67.21)	3.50E+02	beta-glucosidase 31-like [Phoenix dactylifera]	XM_020391706.1	3.00E-93	334/403(82.88)	3.53E+02	"PREDICTED: Asparagus officinalis beta-glucosidase 31-like (LOC109825027), transcript variant X3, mRNA"	sp|Q0J0G2|BGL32_ORYSJ	7.70E-84	138/244(56.56)	313	Beta-glucosidase 32 OS=Oryza sativa subsp. japonica GN=BGLU32 PE=2 SV=2	Bglu
HJ_1-10k_transcript/155419	9	"GO:0004338: glucan exo-1,3-beta-glucosidase activity (molecular_function); GO:0004565: beta-galactosidase activity (molecular_function); GO:0005576: extracellular region (cellular_component); GO:0005975: carbohydrate metabolic process (biological_process); GO:0033907: beta-D-fucosidase activity (molecular_function); GO:0047701: beta-L-arabinosidase activity (molecular_function); GO:0080083: beta-gentiobiose beta-glucosidase activity (molecular_function); GO:0102483: scopolin beta-glucosidase activity (molecular_function); GO:1901657: glycosyl compound metabolic process (biological_process);"	K01188|E3.2.1.21	http://www.genome.jp/dbget-bin/www_bget?ko:K01188	[G]	Carbohydrate transport and metabolism 	XP_020249970.1	1.00E-232	384/511(75.15)	8.12E+02	beta-glucosidase 12-like [Asparagus officinalis]	XM_020394381.1	0	1203/1481(81.23)	1.18E+03	"PREDICTED: Asparagus officinalis beta-glucosidase 12-like (LOC109827377), mRNA"	sp|Q7XKV4|BGL12_ORYSJ	4.10E-209	327/475(68.84)	729	Beta-glucosidase 12 OS=Oryza sativa subsp. japonica GN=BGLU12 PE=1 SV=2	Bglu
HJ_1-10k_transcript/253650	2	"GO:0004553: hydrolase activity, hydrolyzing O-glycosyl compounds (molecular_function); GO:0005975: carbohydrate metabolic process (biological_process);"	K01188|E3.2.1.21	http://www.genome.jp/dbget-bin/www_bget?ko:K01188	[G]	Carbohydrate transport and metabolism 	ONK55426.1	1.40E-39	86/127(67.72)	170	uncharacterized protein A4U43_UnF3510 [Asparagus officinalis]	XM_039264905.1	5.00E-20	79/89(88.76)	1.10E+02	"PREDICTED: Dioscorea cayenensis subsp. rotundata beta-glucosidase 12-like (LOC120257422), transcript variant X2, mRNA"	sp|Q7XKV2|BGL13_ORYSJ	3.90E-35	69/101(68.32)	150	Beta-glucosidase 13 OS=Oryza sativa subsp. japonica GN=BGLU13 PE=2 SV=2	Bglu
HJ_1-10k_transcript/238440	2	GO:0003978: UDP-glucose 4-epimerase activity (molecular_function); GO:0006012: galactose metabolic process (biological_process);	"K01784|galE, GALE"	http://www.genome.jp/dbget-bin/www_bget?ko:K01784	[M]	Cell wall/membrane/envelope biogenesis 	ANC33517.1	1.80E-197	330/351(94.02)	6.94E+02	UDP-glucose 4-epimerase [Albuca bracteata]	KU664038.1	0	981/1123(87.36)	1.28E+03	"Ornithogalum longebracteatum UDP-glucose 4-epimerase (UGE1) mRNA, complete cds"	sp|Q42605|UGE1_ARATH	1.40E-174	293/351(83.48)	614	Bifunctional UDP-glucose 4-epimerase and UDP-xylose 4-epimerase 1 OS=Arabidopsis thaliana GN=UGE1 PE=1 SV=2	GALE
HJ_1-10k_transcript/53075	1	GO:0016853: isomerase activity (molecular_function);	"K01784|galE, GALE"	http://www.genome.jp/dbget-bin/www_bget?ko:K01784	[M]	Cell wall/membrane/envelope biogenesis 	XP_020697880.1	1.50E-54	110/163(67.48)	221	bifunctional UDP-glucose 4-epimerase and UDP-xylose 4-epimerase 1-like isoform X1 [Dendrobium catenatum] 	KU664038.1	5.00E-117	301/334(90.12)	4.33E+02	"Ornithogalum longebracteatum UDP-glucose 4-epimerase (UGE1) mRNA, complete cds"	sp|Q43070|GALE1_PEA	8.70E-54	103/149(69.13)	213	UDP-glucose 4-epimerase OS=Pisum sativum GN=GALE PE=2 SV=1	GALE
HJ_1-10k_transcript/55767	2	GO:0003978: UDP-glucose 4-epimerase activity (molecular_function); GO:0006012: galactose metabolic process (biological_process);	"K01784|galE, GALE"	http://www.genome.jp/dbget-bin/www_bget?ko:K01784	[M]	Cell wall/membrane/envelope biogenesis 	KAF2589245.1	1.90E-09	31/38(81.58)	7.10E+01	hypothetical protein F2Q70_00040015 [Brassica cretica]	--	--	--	--	--	sp|Q43070|GALE1_PEA	7.60E-10	29/36(80.56)	67	UDP-glucose 4-epimerase OS=Pisum sativum GN=GALE PE=2 SV=1	GALE
HJ_1-10k_transcript/209424	2	GO:0003978: UDP-glucose 4-epimerase activity (molecular_function); GO:0006012: galactose metabolic process (biological_process);	"K01784|galE, GALE"	http://www.genome.jp/dbget-bin/www_bget?ko:K01784	[M]	Cell wall/membrane/envelope biogenesis 	XP_020276977.1	3.40E-184	313/348(89.94)	651	UDP-glucose 4-epimerase GEPI48-like [Asparagus officinalis] 	XM_020421388.1	0	1005/1178(85.31)	1.18E+03	"PREDICTED: Asparagus officinalis UDP-glucose 4-epimerase GEPI48-like (LOC109851317), mRNA"	sp|O65781|GALE2_CYATE	1.50E-167	285/350(81.43)	590	UDP-glucose 4-epimerase GEPI48 OS=Cyamopsis tetragonoloba PE=2 SV=1	GALE
HJ_1-10k_transcript/231590	2	GO:0003978: UDP-glucose 4-epimerase activity (molecular_function); GO:0006012: galactose metabolic process (biological_process);	"K01784|galE, GALE"	http://www.genome.jp/dbget-bin/www_bget?ko:K01784	[M]	Cell wall/membrane/envelope biogenesis 	ANC33517.1	2.00E-193	325/351(92.59)	681	UDP-glucose 4-epimerase [Albuca bracteata]	KU664038.1	0	983/1129(87.07)	1.27E+03	"Ornithogalum longebracteatum UDP-glucose 4-epimerase (UGE1) mRNA, complete cds"	sp|B0M3E8|UGE1_PEA	1.00E-172	286/343(83.38)	607	Bifunctional UDP-glucose 4-epimerase and UDP-xylose 4-epimerase 1 OS=Pisum sativum GN=UGE1 PE=1 SV=2	GALE
HJ_1-10k_transcript/211696	2	GO:0003978: UDP-glucose 4-epimerase activity (molecular_function); GO:0006012: galactose metabolic process (biological_process);	"K01784|galE, GALE"	http://www.genome.jp/dbget-bin/www_bget?ko:K01784	[M]	Cell wall/membrane/envelope biogenesis 	XP_020276977.1	8.50E-132	229/267(85.77)	476	UDP-glucose 4-epimerase GEPI48-like [Asparagus officinalis] 	KU664039.1	0	698/846(82.51)	7.34E+02	"Ornithogalum longebracteatum UDP-glucose 4-epimerase (UGE2) mRNA, complete cds"	sp|Q9SN58|UGE5_ARATH	8.50E-120	206/268(76.87)	432	UDP-glucose 4-epimerase 5 OS=Arabidopsis thaliana GN=UGE5 PE=1 SV=3	GALE
HJ_1-10k_transcript/198498	2	GO:0003978: UDP-glucose 4-epimerase activity (molecular_function); GO:0006012: galactose metabolic process (biological_process);	"K01784|galE, GALE"	http://www.genome.jp/dbget-bin/www_bget?ko:K01784	[M]	Cell wall/membrane/envelope biogenesis 	ANC33517.1	5.60E-41	81/89(91.01)	175	UDP-glucose 4-epimerase [Albuca bracteata]	XM_009402437.2	9.00E-83	234/265(88.30)	3.18E+02	"PREDICTED: Musa acuminata subsp. malaccensis bifunctional UDP-glucose 4-epimerase and UDP-xylose 4-epimerase 1-like (LOC103984872), mRNA"	sp|Q42605|UGE1_ARATH	6.40E-41	79/89(88.76)	170	Bifunctional UDP-glucose 4-epimerase and UDP-xylose 4-epimerase 1 OS=Arabidopsis thaliana GN=UGE1 PE=1 SV=2	GALE
HJ_1-10k_transcript/283452	--	--	"K01784|galE, GALE"	http://www.genome.jp/dbget-bin/www_bget?ko:K01784	[M]	Cell wall/membrane/envelope biogenesis 	XP_020277216.1	4.40E-07	23/30(76.67)	6.20E+01	bifunctional UDP-glucose 4-epimerase and UDP-xylose 4-epimerase 1-like [Asparagus officinalis] 	XM_008801334.4	1.00E-14	67/76(88.16)	9.16E+01	"PREDICTED: Phoenix dactylifera bifunctional UDP-glucose 4-epimerase and UDP-xylose 4-epimerase 1 (LOC103714167), mRNA"	sp|O65781|GALE2_CYATE	7.30E-06	19/23(82.61)	53	UDP-glucose 4-epimerase GEPI48 OS=Cyamopsis tetragonoloba PE=2 SV=1	GALE
HJ_1-10k_transcript/141083	1	GO:0016853: isomerase activity (molecular_function);	"K01784|galE, GALE"	http://www.genome.jp/dbget-bin/www_bget?ko:K01784	[M]	Cell wall/membrane/envelope biogenesis 	XP_010940867.1	1.40E-49	93/102(91.18)	2.04E+02	bifunctional UDP-glucose 4-epimerase and UDP-xylose 4-epimerase 1 isoform X2 [Elaeis guineensis]	KU664038.1	1.00E-111	298/334(89.22)	4.14E+02	"Ornithogalum longebracteatum UDP-glucose 4-epimerase (UGE1) mRNA, complete cds"	sp|Q42605|UGE1_ARATH	4.60E-49	88/102(86.27)	197	Bifunctional UDP-glucose 4-epimerase and UDP-xylose 4-epimerase 1 OS=Arabidopsis thaliana GN=UGE1 PE=1 SV=2	GALE
HJ_1-10k_transcript/222871	3	GO:0003978: UDP-glucose 4-epimerase activity (molecular_function); GO:0006012: galactose metabolic process (biological_process); GO:0016021: integral component of membrane (cellular_component);	"K12448|UXE, uxe"	http://www.genome.jp/dbget-bin/www_bget?ko:K12448	[M]	Cell wall/membrane/envelope biogenesis 	XP_020256217.1	2.70E-228	394/425(92.71)	7.97E+02	probable UDP-arabinose 4-epimerase 2 [Asparagus officinalis] 	XM_020400629.1	0	1140/1293(88.17)	1.54E+03	"PREDICTED: Asparagus officinalis probable UDP-arabinose 4-epimerase 2 (LOC109833076), transcript variant X2, mRNA"	sp|Q8H930|ARAE1_ORYSJ	1.70E-191	333/421(79.10)	670	Probable UDP-arabinose 4-epimerase 1 OS=Oryza sativa subsp. japonica GN=UEL-1 PE=2 SV=2	GALE
HJ_1-10k_transcript/36890	1	GO:0016853: isomerase activity (molecular_function);	"K01784|galE, GALE"	http://www.genome.jp/dbget-bin/www_bget?ko:K01784	[M]	Cell wall/membrane/envelope biogenesis 	XP_020276977.1	7.20E-82	168/274(61.31)	312	UDP-glucose 4-epimerase GEPI48-like [Asparagus officinalis] 	KU664039.1	0	699/847(82.53)	7.34E+02	"Ornithogalum longebracteatum UDP-glucose 4-epimerase (UGE2) mRNA, complete cds"	sp|O65781|GALE2_CYATE	2.70E-72	151/280(53.93)	275	UDP-glucose 4-epimerase GEPI48 OS=Cyamopsis tetragonoloba PE=2 SV=1	GALE
HJ_1-10k_transcript/180910	2	GO:0003978: UDP-glucose 4-epimerase activity (molecular_function); GO:0006012: galactose metabolic process (biological_process);	"K01784|galE, GALE"	http://www.genome.jp/dbget-bin/www_bget?ko:K01784	[M]	Cell wall/membrane/envelope biogenesis 	ANC33517.1	2.30E-194	326/351(92.88)	684	UDP-glucose 4-epimerase [Albuca bracteata]	KU664038.1	0	985/1129(87.25)	1.28E+03	"Ornithogalum longebracteatum UDP-glucose 4-epimerase (UGE1) mRNA, complete cds"	sp|B0M3E8|UGE1_PEA	5.70E-173	286/343(83.38)	609	Bifunctional UDP-glucose 4-epimerase and UDP-xylose 4-epimerase 1 OS=Pisum sativum GN=UGE1 PE=1 SV=2	GALE
HJ_1-10k_transcript/184308	3	GO:0003978: UDP-glucose 4-epimerase activity (molecular_function); GO:0006012: galactose metabolic process (biological_process); GO:0016021: integral component of membrane (cellular_component);	"K12448|UXE, uxe"	http://www.genome.jp/dbget-bin/www_bget?ko:K12448	[M]	Cell wall/membrane/envelope biogenesis 	XP_020256217.1	1.90E-228	394/425(92.71)	798	probable UDP-arabinose 4-epimerase 2 [Asparagus officinalis] 	XM_020400629.1	0	1141/1294(88.18)	1.54E+03	"PREDICTED: Asparagus officinalis probable UDP-arabinose 4-epimerase 2 (LOC109833076), transcript variant X2, mRNA"	sp|Q8H930|ARAE1_ORYSJ	1.20E-191	333/421(79.10)	671	Probable UDP-arabinose 4-epimerase 1 OS=Oryza sativa subsp. japonica GN=UEL-1 PE=2 SV=2	GALE
HJ_1-10k_transcript/177672	2	GO:0003978: UDP-glucose 4-epimerase activity (molecular_function); GO:0006012: galactose metabolic process (biological_process);	"K01784|galE, GALE"	http://www.genome.jp/dbget-bin/www_bget?ko:K01784	[M]	Cell wall/membrane/envelope biogenesis 	RRT46960.1	3.30E-36	75/88(85.23)	159	hypothetical protein B296_00054059 [Ensete ventricosum]	LR828305.1	6.00E-60	209/248(84.27)	2.43E+02	"Ananas comosus genome assembly, chromosome: 25"	sp|Q42605|UGE1_ARATH	1.20E-34	68/77(88.31)	149	Bifunctional UDP-glucose 4-epimerase and UDP-xylose 4-epimerase 1 OS=Arabidopsis thaliana GN=UGE1 PE=1 SV=2	GALE
HJ_1-10k_transcript/65936	2	GO:0003978: UDP-glucose 4-epimerase activity (molecular_function); GO:0006012: galactose metabolic process (biological_process);	"K01784|galE, GALE"	http://www.genome.jp/dbget-bin/www_bget?ko:K01784	[M]	Cell wall/membrane/envelope biogenesis 	XP_031387192.1	3.10E-17	45/48(93.75)	9.70E+01	UDP-glucose 4-epimerase GEPI48-like [Punica granatum] 	XM_008801375.4	2.00E-37	120/134(89.55)	1.69E+02	"PREDICTED: Phoenix dactylifera UDP-glucose 4-epimerase GEPI48 (LOC103714197), mRNA"	sp|Q8LNZ3|UGE1_ORYSJ	1.00E-16	42/48(87.50)	90	UDP-glucose 4-epimerase 1 OS=Oryza sativa subsp. japonica GN=UGE-1 PE=2 SV=1	GALE
HJ_1-10k_transcript/50047	2	GO:0003978: UDP-glucose 4-epimerase activity (molecular_function); GO:0006012: galactose metabolic process (biological_process);	"K01784|galE, GALE"	http://www.genome.jp/dbget-bin/www_bget?ko:K01784	[M]	Cell wall/membrane/envelope biogenesis 	XP_020697880.1	3.10E-55	111/163(68.10)	2.23E+02	bifunctional UDP-glucose 4-epimerase and UDP-xylose 4-epimerase 1-like isoform X1 [Dendrobium catenatum] 	KU664038.1	1.00E-118	302/334(90.42)	4.38E+02	"Ornithogalum longebracteatum UDP-glucose 4-epimerase (UGE1) mRNA, complete cds"	sp|Q43070|GALE1_PEA	2.30E-54	104/149(69.80)	215	UDP-glucose 4-epimerase OS=Pisum sativum GN=GALE PE=2 SV=1	GALE
